,live 2a1w1c,min 1a1c,Food,Required annual income after taxes
0,0.6493196871394209,0.5858744157661289,0.3962799572859663,0.1868316201515127
1,0.0792681488744517,-0.003160445219065,-0.0833060280484104,-0.1578748601214021
2,0.9100100454222456,0.8553783693995063,1.1865921062728826,1.0474803827202217
3,0.3900091890394814,0.2869544521256668,0.2716093050999215,0.2178756707434226
4,0.8123773163145278,0.6815235212914714,0.7003608928929776,0.5628993579990165
5,2.817757172908329,2.7104341316000222,3.0608814231136474,2.8057622328718788
6,1.5967760611305692,1.52844827931979,1.9814217331051749,1.7425690032843235
7,0.0527023273772901,0.011495516231027,0.1012915976341202,0.0254095957842064
8,-0.289469215969341,-0.3162346229320347,-0.303657915825236,-0.371123053915226
9,-0.162668263795787,-0.1963096053900039,-0.2020628516277822,-0.2592789456269335
10,5.159311517129583,4.932398230037461,5.039130833807241,4.50868695022166
11,3.855090779992429,3.690601612159009,4.536806724615947,3.968941107923329
12,0.7637434107144236,0.7194199839154649,1.0386036083370809,0.8555520582246783
13,0.4731603814271508,0.4343355456149407,0.426078931830876,0.3324931896801815
14,1.0551860286758197,0.9883414559823032,0.6566142320043906,0.5482284891714435
15,0.6178998687017301,0.5788765600761592,0.5045954263871513,0.4027187279684605
16,1.0101155617807271,0.9373857732793576,0.9899460531158888,0.8642433210208909
17,1.003115892347605,0.9416029082137554,1.4199861924514008,1.223079469000651
18,0.3587121694733337,0.3163055101034049,0.319473481184152,0.219113416493478
19,0.3365478430832662,0.2899761371751759,0.448042852586719,0.3375432687859871
20,0.5852393988757525,0.5330051038823986,0.6452632331257864,0.5463354237262932
21,0.8883877548597261,0.8154805231846638,0.8217693651879543,0.7103303383677722
22,0.8534646376088058,0.7933559886427082,1.032914743251355,0.8857948872714416
23,2.817915259745493,2.731049020022238,3.2454301035355675,2.9324678333233765
24,1.175935561672108,1.1074024363555912,1.4710440919089076,1.2785249987858247
25,0.0914667749897335,0.0538300390667219,-0.0127153765746479,-0.1461212084761339
26,0.360924779777799,0.3184073785182733,0.4906045930394322,0.3844475666270279
27,1.2470513748712544,1.1737286897871844,1.505852561100832,1.291541533674203
28,1.7642173615130372,1.670418080629101,1.8489146064906812,1.634250560249772
29,0.8197773081113666,0.7570776993996733,0.8898880015349446,0.756226249751202
30,0.3552902387492842,0.31369312647694,0.4028298722204495,0.2951487695175399
31,1.5889875025917055,1.5295863256209654,1.7707604699166892,1.5879682230407663
32,44.361577556070166,43.11546296032279,50.6289606820765,45.967098101061694
33,0.2450703595713326,0.2019995056837416,0.1327489782320683,0.0757351030842568
34,-0.08684578121217,-0.1154616501489635,-0.1555133155068302,-0.2120966715467056
35,2.600281514260394,2.494730560726324,2.947671959805209,2.6391057084900886
36,3.057272905315036,2.7896405115512617,2.4493574888235936,2.264175051157359
37,3.385891465398334,3.2385111086144445,3.5335037517442,3.2008815854188617
38,0.569068327222193,0.5114411238001939,0.3577017622907419,0.2678757775646756
39,0.9467137127500972,0.8608177446487464,0.8798069688747014,0.6908235912773957
40,0.8270904593685482,0.7436197981967696,0.5772052134218761,0.3884681151829836
41,3.313247887653085,3.2242287272232115,3.1822453587959405,2.800307105054701
42,12.54894517252333,12.15858239644123,14.115556593029869,11.398628859482267
43,1.3794787421341796,1.310068440467013,1.5016920604063566,1.3949453427922225
44,2.0364603227644564,1.929305154072095,1.7960791106119998,1.6363594199311011
45,0.3122544222564642,0.2715024620678243,0.4348027362075237,0.3170904485167194
46,0.3062656067471014,0.2489134277386007,0.4717090127316945,0.3696656043452857
47,0.3672790013033968,0.3178174163547089,0.2221152094347163,0.168924891388797
48,2.5827108322973453,2.363231114741525,2.362234577784984,1.9060269342784868
49,21.21912940084638,20.60740183544605,24.99487938045981,22.20207795835984
50,10.56493422375515,10.197486294168485,8.952507590095378,7.460780052321846
51,0.6714783052970372,0.6274481423510581,0.5131782330918564,0.380992565624249
52,0.8223841600778534,0.7830383821531406,1.157474025235404,1.0151574028325006
53,7.155997990784831,6.872573202986948,7.339316294155836,6.668316616227796
54,0.1775311024388142,0.1402775430468776,0.1807737732862318,0.0976941754603366
55,3.4414398205964467,3.29655031366757,3.4390327260651805,3.158443828328453
56,1.914769494464382,1.83111269119418,2.2471954224220987,1.911195474881767
57,0.3274170371213294,0.212035769737805,0.331158264353377,0.2545223355973653
58,2.440281985281453,2.216317914993978,2.20021588434203,2.030695137746473
59,2.591123695193554,2.460809195722565,2.688164661694309,2.5220659138149197
60,0.3500024685409642,0.3052832147714661,0.2967921436157812,0.2097022170939366
61,-0.0063109164491792,-0.0408431909189821,-0.1153716504893174,-0.1688932790094143
62,2.887769300932661,2.683850925285142,2.281103649585282,1.945360830273989
63,0.3230255320957829,0.2722840485566771,0.3694153162906581,0.2334174070048342
64,1.1717222129663103,1.096235063277982,1.2813249880551676,1.0982016540694943
65,1.3243505928789832,1.2693078181278272,1.4923074058027468,1.3291591241859957
66,1.0348202231445025,0.9764228872795953,1.0558994371993125,0.8971205478644095
67,-0.0513006544517988,-0.0506363968007675,-0.0159609271018726,-0.1375544989481161
68,0.0359424762378848,0.0366741776378736,0.0344887735090675,-0.1014645952433793
69,5.769392919608092,5.805502918762205,6.534276000920362,5.338644643459262
70,0.0899934754879814,0.0907500084415837,0.1264638546801864,-0.0471862172262987
71,0.1816125089538349,0.1857211067303978,0.2057985878677517,0.0268909491762816
