FIPS,State,County,Food,Medical,Housing,Transportation,Civic,Other,Required annual income after taxes,Annual taxes,Required annual income before taxes
19187,Iowa,Webster County,7394,7126,8244,11753,3838,5070,43426,13553,56978
19189,Iowa,Winnebago County,7394,7126,8244,11753,3838,5070,43426,13553,56978
19191,Iowa,Winneshiek County,7394,7126,8244,11753,3838,5070,43426,13553,56978
19193,Iowa,Woodbury County,7394,7126,9636,11753,3838,5070,44818,13942,58760
19195,Iowa,Worth County,7394,7126,8244,11753,3838,5070,43426,13553,56978
19197,Iowa,Wright County,7394,7126,8244,11753,3838,5070,43426,13553,56978
20001,Kansas,Allen County,7394,7530,8568,11753,3838,5070,44154,10406,54559
20003,Kansas,Anderson County,7394,7530,8568,11753,3838,5070,44154,10406,54559
20005,Kansas,Atchison County,7394,7530,8568,11753,3838,5070,44154,10406,54559
20007,Kansas,Barber County,7394,7530,8568,11753,3838,5070,44154,10406,54559
20077,Kansas,Barber County,7394,7530,8568,11753,3838,5070,44154,10406,54559
20007,Kansas,Harper County,7394,7530,8568,11753,3838,5070,44154,10406,54559
20077,Kansas,Harper County,7394,7530,8568,11753,3838,5070,44154,10406,54559
20079,Kansas,Harper County,7394,7530,8568,11753,3838,5070,44154,10406,54559
20009,Kansas,Barton County,7394,7530,8568,11753,3838,5070,44154,10406,54559
20115,Kansas,Barton County,7394,7530,8568,11753,3838,5070,44154,10406,54559
20129,Kansas,Barton County,7394,7530,8568,11753,3838,5070,44154,10406,54559
20137,Kansas,Barton County,7394,7530,8568,11753,3838,5070,44154,10406,54559
20009,Kansas,Marion County,7394,7530,8568,11753,3838,5070,44154,10406,54559
20115,Kansas,Marion County,7394,7530,8568,11753,3838,5070,44154,10406,54559
20129,Kansas,Marion County,7394,7530,8568,11753,3838,5070,44154,10406,54559
20009,Kansas,Morton County,7394,7530,8568,11753,3838,5070,44154,10406,54559
20115,Kansas,Morton County,7394,7530,8568,11753,3838,5070,44154,10406,54559
20129,Kansas,Morton County,7394,7530,8568,11753,3838,5070,44154,10406,54559
20137,Kansas,Morton County,7394,7530,8568,11753,3838,5070,44154,10406,54559
20009,Kansas,Norton County,7394,7530,8568,11753,3838,5070,44154,10406,54559
20129,Kansas,Norton County,7394,7530,8568,11753,3838,5070,44154,10406,54559
20137,Kansas,Norton County,7394,7530,8568,11753,3838,5070,44154,10406,54559
20011,Kansas,Bourbon County,7394,7530,8568,11753,3838,5070,44154,10406,54559
20013,Kansas,Brown County,7394,7530,8568,11753,3838,5070,44154,10406,54559
20015,Kansas,Butler County,7394,7530,9864,11753,3838,5070,45450,10701,56151
20017,Kansas,Chase County,7394,7530,8568,11753,3838,5070,44154,10406,54559
20019,Kansas,Chautauqua County,7394,7530,8748,11753,3838,5070,44334,10447,54780
20021,Kansas,Cherokee County,7394,7530,8616,11753,3838,5070,44202,10417,54618
20023,Kansas,Cheyenne County,7394,7530,8568,11753,3838,5070,44154,10406,54559
20025,Kansas,Clark County,7394,7530,9744,11753,3838,5070,45330,10674,56003
20027,Kansas,Clay County,7394,7530,9636,11753,3838,5070,45222,10649,55871
20029,Kansas,Cloud County,7394,7530,8568,11753,3838,5070,44154,10406,54559
20031,Kansas,Coffey County,7394,7530,8568,11753,3838,5070,44154,10406,54559
20035,Kansas,Coffey County,7394,7530,8568,11753,3838,5070,44154,10406,54559
20031,Kansas,Cowley County,7394,7530,8700,11753,3838,5070,44286,10436,54722
20035,Kansas,Cowley County,7394,7530,8700,11753,3838,5070,44286,10436,54722
20033,Kansas,Comanche County,7394,7530,8568,11753,3838,5070,44154,10406,54559
20037,Kansas,Crawford County,7394,7530,8664,11753,3838,5070,44250,10428,54677
20039,Kansas,Decatur County,7394,7530,8568,11753,3838,5070,44154,10406,54559
20041,Kansas,Dickinson County,7394,7530,8568,11753,3838,5070,44154,10406,54559
20043,Kansas,Doniphan County,7394,7530,9564,11753,3838,5070,45150,10633,55782
20045,Kansas,Douglas County,7394,7530,11160,11753,3838,5070,46746,10996,57742
20047,Kansas,Edwards County,7394,7530,8568,11753,3838,5070,44154,10406,54559
20049,Kansas,Elk County,7394,7530,8568,11753,3838,5070,44154,10406,54559
20051,Kansas,Ellis County,7394,7530,8700,11753,3838,5070,44286,10436,54722
20053,Kansas,Ellsworth County,7394,7530,8568,11753,3838,5070,44154,10406,54559
20055,Kansas,Finney County,7394,7530,9480,11753,3838,5070,45066,10613,55679
20057,Kansas,Ford County,7394,7530,9192,11753,3838,5070,44778,10548,55326
20059,Kansas,Franklin County,7394,7530,9492,11753,3838,5070,45078,10616,55694
20061,Kansas,Geary County,7394,7530,11520,11753,3838,5070,47106,11078,58184
20061,Kansas,Kearny County,7394,7530,8568,11753,3838,5070,44154,10406,54559
20093,Kansas,Kearny County,7394,7530,8568,11753,3838,5070,44154,10406,54559
20063,Kansas,Gove County,7394,7530,8568,11753,3838,5070,44154,10406,54559
20065,Kansas,Graham County,7394,7530,8568,11753,3838,5070,44154,10406,54559
20067,Kansas,Grant County,7394,7530,8568,11753,3838,5070,44154,10406,54559
20069,Kansas,Gray County,7394,7530,8568,11753,3838,5070,44154,10406,54559
20071,Kansas,Greeley County,7394,7530,8568,11753,3838,5070,44154,10406,54559
20073,Kansas,Greenwood County,7394,7530,8568,11753,3838,5070,44154,10406,54559
20075,Kansas,Hamilton County,7394,7530,8568,11753,3838,5070,44154,10406,54559
20077,Kansas,Harvey County,7394,7530,9864,11753,3838,5070,45450,10701,56151
20079,Kansas,Harvey County,7394,7530,9864,11753,3838,5070,45450,10701,56151
20081,Kansas,Haskell County,7394,7530,9420,11753,3838,5070,45006,10600,55606
20083,Kansas,Hodgeman County,7394,7530,8568,11753,3838,5070,44154,10406,54559
20085,Kansas,Jackson County,7394,7530,9456,11753,3838,5070,45042,10608,55650
20087,Kansas,Jefferson County,7394,7530,9456,11753,3838,5070,45042,10608,55650
20089,Kansas,Jewell County,7394,7530,8568,11753,3838,5070,44154,10406,54559
20091,Kansas,Johnson County,7394,7530,11736,11753,3838,5070,47322,11127,58449
20095,Kansas,Kingman County,7394,7530,8568,11753,3838,5070,44154,10406,54559
20097,Kansas,Kiowa County,7394,7530,8568,11753,3838,5070,44154,10406,54559
20099,Kansas,Labette County,7394,7530,8568,11753,3838,5070,44154,10406,54559
20101,Kansas,Lane County,7394,7530,8568,11753,3838,5070,44154,10406,54559
20103,Kansas,Leavenworth County,7394,7530,11736,11753,3838,5070,47322,11127,58449
20105,Kansas,Lincoln County,7394,7530,8568,11753,3838,5070,44154,10406,54559
20107,Kansas,Linn County,7394,7530,11736,11753,3838,5070,47322,11127,58449
20109,Kansas,Logan County,7394,7530,8568,11753,3838,5070,44154,10406,54559
20111,Kansas,Lyon County,7394,7530,8568,11753,3838,5070,44154,10406,54559
20113,Kansas,McPherson County,7394,7530,9336,11753,3838,5070,44922,10581,55502
20117,Kansas,Marshall County,7394,7530,8568,11753,3838,5070,44154,10406,54559
20119,Kansas,Meade County,7394,7530,8568,11753,3838,5070,44154,10406,54559
20121,Kansas,Miami County,7394,7530,11736,11753,3838,5070,47322,11127,58449
20123,Kansas,Mitchell County,7394,7530,8568,11753,3838,5070,44154,10406,54559
20125,Kansas,Montgomery County,7394,7530,8568,11753,3838,5070,44154,10406,54559
20127,Kansas,Morris County,7394,7530,8568,11753,3838,5070,44154,10406,54559
20131,Kansas,Nemaha County,7394,7530,8568,11753,3838,5070,44154,10406,54559
20133,Kansas,Neosho County,7394,7530,8568,11753,3838,5070,44154,10406,54559
20135,Kansas,Ness County,7394,7530,8568,11753,3838,5070,44154,10406,54559
20139,Kansas,Osage County,7394,7530,9456,11753,3838,5070,45042,10608,55650
20141,Kansas,Osborne County,7394,7530,8568,11753,3838,5070,44154,10406,54559
20143,Kansas,Ottawa County,7394,7530,8748,11753,3838,5070,44334,10447,54780
20145,Kansas,Pawnee County,7394,7530,8568,11753,3838,5070,44154,10406,54559
20177,Kansas,Pawnee County,7394,7530,8568,11753,3838,5070,44154,10406,54559
20145,Kansas,Shawnee County,7394,7530,9456,11753,3838,5070,45042,10608,55650
20177,Kansas,Shawnee County,7394,7530,9456,11753,3838,5070,45042,10608,55650
20147,Kansas,Phillips County,7394,7530,8568,11753,3838,5070,44154,10406,54559
20149,Kansas,Pottawatomie County,7394,7530,11628,11753,3838,5070,47214,11103,58316
20151,Kansas,Pratt County,7394,7530,9072,11753,3838,5070,44658,10521,55178
20153,Kansas,Rawlins County,7394,7530,8568,11753,3838,5070,44154,10406,54559
20155,Kansas,Reno County,7394,7530,9000,11753,3838,5070,44586,10504,55090
20157,Kansas,Republic County,7394,7530,8568,11753,3838,5070,44154,10406,54559
20159,Kansas,Rice County,7394,7530,8568,11753,3838,5070,44154,10406,54559
20161,Kansas,Riley County,7394,7530,11628,11753,3838,5070,47214,11103,58316
20163,Kansas,Rooks County,7394,7530,8568,11753,3838,5070,44154,10406,54559
20165,Kansas,Rush County,7394,7530,8568,11753,3838,5070,44154,10406,54559
20167,Kansas,Russell County,7394,7530,8568,11753,3838,5070,44154,10406,54559
20169,Kansas,Saline County,7394,7530,9480,11753,3838,5070,45066,10613,55679
20171,Kansas,Scott County,7394,7530,8568,11753,3838,5070,44154,10406,54559
20173,Kansas,Sedgwick County,7394,7530,9864,11753,3838,5070,45450,10701,56151
20175,Kansas,Seward County,7394,7530,9108,11753,3838,5070,44694,10529,55222
20179,Kansas,Sheridan County,7394,7530,8568,11753,3838,5070,44154,10406,54559
20181,Kansas,Sheridan County,7394,7530,8568,11753,3838,5070,44154,10406,54559
20179,Kansas,Sherman County,7394,7530,9132,11753,3838,5070,44718,10534,55252
20181,Kansas,Sherman County,7394,7530,9132,11753,3838,5070,44718,10534,55252
20183,Kansas,Smith County,7394,7530,8568,11753,3838,5070,44154,10406,54559
20185,Kansas,Stafford County,7394,7530,8568,11753,3838,5070,44154,10406,54559
20187,Kansas,Stanton County,7394,7530,8568,11753,3838,5070,44154,10406,54559
20189,Kansas,Stevens County,7394,7530,8736,11753,3838,5070,44322,10444,54766
20191,Kansas,Sumner County,7394,7530,8868,11753,3838,5070,44454,10474,54928
20193,Kansas,Thomas County,7394,7530,8568,11753,3838,5070,44154,10406,54559
20195,Kansas,Trego County,7394,7530,8568,11753,3838,5070,44154,10406,54559
20197,Kansas,Wabaunsee County,7394,7530,9456,11753,3838,5070,45042,10608,55650
20199,Kansas,Wallace County,7394,7530,8568,11753,3838,5070,44154,10406,54559
20201,Kansas,Washington County,7394,7530,8568,11753,3838,5070,44154,10406,54559
20203,Kansas,Wichita County,7394,7530,8568,11753,3838,5070,44154,10406,54559
20203,Kansas,"Wichita, KS",7394,7530,9927,11753,3838,5070,45512,10365,55877
20205,Kansas,Wilson County,7394,7530,8568,11753,3838,5070,44154,10406,54559
20207,Kansas,Woodson County,7394,7530,8568,11753,3838,5070,44154,10406,54559
20209,Kansas,Wyandotte County,7394,7530,11736,11753,3838,5070,47322,11127,58449
21001,Kentucky,Adair County,7238,7631,7572,11672,3554,5144,42812,10766,53577
21003,Kentucky,Allen County,7238,7631,7848,11672,3554,5144,43088,10833,53921
21005,Kentucky,Anderson County,7238,7631,8736,11672,3554,5144,43976,11052,55028
21101,Kentucky,Anderson County,7238,7631,8736,11672,3554,5144,43976,11052,55028
21005,Kentucky,Henderson County,7238,7631,9516,11672,3554,5144,44756,11244,56000
21101,Kentucky,Henderson County,7238,7631,9516,11672,3554,5144,44756,11244,56000
21111,Kentucky,Henderson County,7238,7631,9516,11672,3554,5144,44756,11244,56000
21007,Kentucky,Ballard County,7238,7631,8172,11672,3554,5144,43412,10913,54325
21009,Kentucky,Barren County,7238,7631,7944,11672,3554,5144,43184,10857,54041
21227,Kentucky,Barren County,7238,7631,7944,11672,3554,5144,43184,10857,54041
21009,Kentucky,Warren County,7238,7631,9684,11672,3554,5144,44924,11285,56209
21227,Kentucky,Warren County,7238,7631,9684,11672,3554,5144,44924,11285,56209
21011,Kentucky,Bath County,7238,7631,7920,11672,3554,5144,43160,10851,54011
21013,Kentucky,Bell County,7238,7631,7572,11672,3554,5144,42812,10766,53577
21015,Kentucky,Boone County,7238,7631,10380,11672,3554,5144,45620,11457,57076
21017,Kentucky,Bourbon County,7238,7631,10296,11672,3554,5144,45536,11436,56972
21019,Kentucky,Boyd County,7238,7631,9696,11672,3554,5144,44936,11288,56224
21021,Kentucky,Boyle County,7238,7631,8556,11672,3554,5144,43796,11008,54804
21023,Kentucky,Bracken County,7238,7631,10380,11672,3554,5144,45620,11457,57076
21023,Kentucky,McCracken County,7238,7631,8904,11672,3554,5144,44144,11093,55237
21145,Kentucky,McCracken County,7238,7631,8904,11672,3554,5144,44144,11093,55237
21025,Kentucky,Breathitt County,7238,7631,7572,11672,3554,5144,42812,10766,53577
21027,Kentucky,Breckinridge County,7238,7631,7572,11672,3554,5144,42812,10766,53577
21029,Kentucky,Bullitt County,7238,7631,10464,11672,3554,5144,45704,11477,57181
21031,Kentucky,Butler County,7238,7631,7572,11672,3554,5144,42812,10766,53577
21033,Kentucky,Caldwell County,7238,7631,7572,11672,3554,5144,42812,10766,53577
21035,Kentucky,Calloway County,7238,7631,8988,11672,3554,5144,44228,11114,55342
21037,Kentucky,Campbell County,7238,7631,10380,11672,3554,5144,45620,11457,57076
21039,Kentucky,Carlisle County,7238,7631,7812,11672,3554,5144,43052,10825,53876
21041,Kentucky,Carroll County,7238,7631,7728,11672,3554,5144,42968,10804,53772
21043,Kentucky,Carter County,7238,7631,7572,11672,3554,5144,42812,10766,53577
21045,Kentucky,Casey County,7238,7631,7572,11672,3554,5144,42812,10766,53577
21047,Kentucky,Christian County,7238,7631,10428,11672,3554,5144,45668,11468,57136
21049,Kentucky,Clark County,7238,7631,10296,11672,3554,5144,45536,11436,56972
21051,Kentucky,Clay County,7238,7631,7572,11672,3554,5144,42812,10766,53577
21053,Kentucky,Clinton County,7238,7631,7572,11672,3554,5144,42812,10766,53577
21055,Kentucky,Crittenden County,7238,7631,7572,11672,3554,5144,42812,10766,53577
21057,Kentucky,Cumberland County,7238,7631,7572,11672,3554,5144,42812,10766,53577
21059,Kentucky,Daviess County,7238,7631,9444,11672,3554,5144,44684,11226,55910
21061,Kentucky,Edmonson County,7238,7631,9684,11672,3554,5144,44924,11285,56209
21063,Kentucky,Elliott County,7238,7631,7620,11672,3554,5144,42860,10777,53637
21065,Kentucky,Estill County,7238,7631,7572,11672,3554,5144,42812,10766,53577
21067,Kentucky,Fayette County,7238,7631,10296,11672,3554,5144,45536,11436,56972
21069,Kentucky,Fleming County,7238,7631,7572,11672,3554,5144,42812,10766,53577
21071,Kentucky,Floyd County,7238,7631,7572,11672,3554,5144,42812,10766,53577
21073,Kentucky,Franklin County,7238,7631,8988,11672,3554,5144,44228,11114,55342
21075,Kentucky,Fulton County,7238,7631,7572,11672,3554,5144,42812,10766,53577
21077,Kentucky,Gallatin County,7238,7631,10380,11672,3554,5144,45620,11457,57076
21079,Kentucky,Garrard County,7238,7631,8124,11672,3554,5144,43364,10901,54265
21081,Kentucky,Grant County,7238,7631,9312,11672,3554,5144,44552,11194,55746
21083,Kentucky,Graves County,7238,7631,7572,11672,3554,5144,42812,10766,53577
21085,Kentucky,Grayson County,7238,7631,7572,11672,3554,5144,42812,10766,53577
21087,Kentucky,Green County,7238,7631,7572,11672,3554,5144,42812,10766,53577
21087,Kentucky,Greenup County,7238,7631,9696,11672,3554,5144,44936,11288,56224
21089,Kentucky,Greenup County,7238,7631,9696,11672,3554,5144,44936,11288,56224
21091,Kentucky,Hancock County,7238,7631,9444,11672,3554,5144,44684,11226,55910
21093,Kentucky,Hardin County,7238,7631,9372,11672,3554,5144,44612,11209,55820
21095,Kentucky,Hardin County,7238,7631,9372,11672,3554,5144,44612,11209,55820
21159,Kentucky,Hardin County,7238,7631,9372,11672,3554,5144,44612,11209,55820
21093,Kentucky,Harlan County,7238,7631,7572,11672,3554,5144,42812,10766,53577
21095,Kentucky,Harlan County,7238,7631,7572,11672,3554,5144,42812,10766,53577
21093,Kentucky,Martin County,7238,7631,7572,11672,3554,5144,42812,10766,53577
21155,Kentucky,Martin County,7238,7631,7572,11672,3554,5144,42812,10766,53577
21159,Kentucky,Martin County,7238,7631,7572,11672,3554,5144,42812,10766,53577
21097,Kentucky,Harrison County,7238,7631,7572,11672,3554,5144,42812,10766,53577
21099,Kentucky,Hart County,7238,7631,7572,11672,3554,5144,42812,10766,53577
21101,Kentucky,Jefferson County,7238,7631,10464,11672,3554,5144,45704,11477,57181
21111,Kentucky,Jefferson County,7238,7631,10464,11672,3554,5144,45704,11477,57181
21103,Kentucky,Henry County,7238,7631,10464,11672,3554,5144,45704,11477,57181
21105,Kentucky,Hickman County,7238,7631,7572,11672,3554,5144,42812,10766,53577
21107,Kentucky,Hopkins County,7238,7631,7812,11672,3554,5144,43052,10825,53876
21109,Kentucky,Jackson County,7238,7631,7572,11672,3554,5144,42812,10766,53577
21113,Kentucky,Jessamine County,7238,7631,10296,11672,3554,5144,45536,11436,56972
21115,Kentucky,Johnson County,7238,7631,7572,11672,3554,5144,42812,10766,53577
21117,Kentucky,Kenton County,7238,7631,10380,11672,3554,5144,45620,11457,57076
21119,Kentucky,Knott County,7238,7631,7572,11672,3554,5144,42812,10766,53577
21121,Kentucky,Knox County,7238,7631,7572,11672,3554,5144,42812,10766,53577
21123,Kentucky,Larue County,7238,7631,9372,11672,3554,5144,44612,11209,55820
21123,Kentucky,Laurel County,7238,7631,7716,11672,3554,5144,42956,10801,53757
21125,Kentucky,Laurel County,7238,7631,7716,11672,3554,5144,42956,10801,53757
21127,Kentucky,Lawrence County,7238,7631,7572,11672,3554,5144,42812,10766,53577
21129,Kentucky,Lee County,7238,7631,7572,11672,3554,5144,42812,10766,53577
21131,Kentucky,Leslie County,7238,7631,7572,11672,3554,5144,42812,10766,53577
21133,Kentucky,Letcher County,7238,7631,7572,11672,3554,5144,42812,10766,53577
21135,Kentucky,Lewis County,7238,7631,7572,11672,3554,5144,42812,10766,53577
21137,Kentucky,Lincoln County,7238,7631,7572,11672,3554,5144,42812,10766,53577
21139,Kentucky,Livingston County,7238,7631,7884,11672,3554,5144,43124,10842,53966
21141,Kentucky,Logan County,7238,7631,7572,11672,3554,5144,42812,10766,53577
21141,Kentucky,Morgan County,7238,7631,7572,11672,3554,5144,42812,10766,53577
21175,Kentucky,Morgan County,7238,7631,7572,11672,3554,5144,42812,10766,53577
21143,Kentucky,Lyon County,7238,7631,7572,11672,3554,5144,42812,10766,53577
21147,Kentucky,McCreary County,7238,7631,7572,11672,3554,5144,42812,10766,53577
21149,Kentucky,McLean County,7238,7631,9444,11672,3554,5144,44684,11226,55910
21151,Kentucky,Madison County,7238,7631,8460,11672,3554,5144,43700,10984,54684
21155,Kentucky,Madison County,7238,7631,8460,11672,3554,5144,43700,10984,54684
21161,Kentucky,Madison County,7238,7631,8460,11672,3554,5144,43700,10984,54684
21151,Kentucky,Marion County,7238,7631,7656,11672,3554,5144,42896,10786,53682
21155,Kentucky,Marion County,7238,7631,7656,11672,3554,5144,42896,10786,53682
21159,Kentucky,Marion County,7238,7631,7656,11672,3554,5144,42896,10786,53682
21161,Kentucky,Marion County,7238,7631,7656,11672,3554,5144,42896,10786,53682
21153,Kentucky,Magoffin County,7238,7631,7572,11672,3554,5144,42812,10766,53577
21157,Kentucky,Marshall County,7238,7631,8436,11672,3554,5144,43676,10978,54654
21161,Kentucky,Mason County,7238,7631,7644,11672,3554,5144,42884,10783,53667
21163,Kentucky,Meade County,7238,7631,8652,11672,3554,5144,43892,11031,54923
21165,Kentucky,Menifee County,7238,7631,7572,11672,3554,5144,42812,10766,53577
21167,Kentucky,Mercer County,7238,7631,7932,11672,3554,5144,43172,10854,54026
21169,Kentucky,Metcalfe County,7238,7631,7572,11672,3554,5144,42812,10766,53577
21171,Kentucky,Monroe County,7238,7631,7572,11672,3554,5144,42812,10766,53577
21173,Kentucky,Montgomery County,7238,7631,8532,11672,3554,5144,43772,11002,54774
21177,Kentucky,Muhlenberg County,7238,7631,7572,11672,3554,5144,42812,10766,53577
21179,Kentucky,Nelson County,7238,7631,8448,11672,3554,5144,43688,10981,54669
21181,Kentucky,Nicholas County,7238,7631,7572,11672,3554,5144,42812,10766,53577
21183,Kentucky,Ohio County,7238,7631,7572,11672,3554,5144,42812,10766,53577
21185,Kentucky,Oldham County,7238,7631,10464,11672,3554,5144,45704,11477,57181
21187,Kentucky,Owen County,7238,7631,7680,11672,3554,5144,42920,10792,53712
21189,Kentucky,Owsley County,7238,7631,7572,11672,3554,5144,42812,10766,53577
21191,Kentucky,Pendleton County,7238,7631,10380,11672,3554,5144,45620,11457,57076
21193,Kentucky,Perry County,7238,7631,7572,11672,3554,5144,42812,10766,53577
21195,Kentucky,Pike County,7238,7631,8280,11672,3554,5144,43520,10940,54460
21197,Kentucky,Powell County,7238,7631,7728,11672,3554,5144,42968,10804,53772
21199,Kentucky,Pulaski County,7238,7631,7776,11672,3554,5144,43016,10816,53832
21201,Kentucky,Robertson County,7238,7631,7572,11672,3554,5144,42812,10766,53577
21203,Kentucky,Rockcastle County,7238,7631,7572,11672,3554,5144,42812,10766,53577
21205,Kentucky,Rowan County,7238,7631,8292,11672,3554,5144,43532,10943,54475
21207,Kentucky,Russell County,7238,7631,7572,11672,3554,5144,42812,10766,53577
21209,Kentucky,Scott County,7238,7631,10296,11672,3554,5144,45536,11436,56972
21211,Kentucky,Shelby County,7238,7631,10044,11672,3554,5144,45284,11374,56658
21213,Kentucky,Simpson County,7238,7631,8604,11672,3554,5144,43844,11020,54863
21215,Kentucky,Spencer County,7238,7631,10464,11672,3554,5144,45704,11477,57181
21217,Kentucky,Taylor County,7238,7631,7572,11672,3554,5144,42812,10766,53577
21219,Kentucky,Todd County,7238,7631,7788,11672,3554,5144,43028,10819,53846
21221,Kentucky,Trigg County,7238,7631,10428,11672,3554,5144,45668,11468,57136
21223,Kentucky,Trimble County,7238,7631,10464,11672,3554,5144,45704,11477,57181
21225,Kentucky,Union County,7238,7631,7572,11672,3554,5144,42812,10766,53577
21229,Kentucky,Washington County,7238,7631,7848,11672,3554,5144,43088,10833,53921
21231,Kentucky,Wayne County,7238,7631,7572,11672,3554,5144,42812,10766,53577
21233,Kentucky,Webster County,7238,7631,7572,11672,3554,5144,42812,10766,53577
21235,Kentucky,Whitley County,7238,7631,7572,11672,3554,5144,42812,10766,53577
21237,Kentucky,Wolfe County,7238,7631,7572,11672,3554,5144,42812,10766,53577
21239,Kentucky,Woodford County,7238,7631,10296,11672,3554,5144,45536,11436,56972
22001,Louisiana,Acadia Parish,7238,9074,8520,11672,3554,5144,45203,12827,58030
22003,Louisiana,Allen Parish,7238,9074,8520,11672,3554,5144,45203,12827,58030
22005,Louisiana,Ascension Parish,7238,9074,10728,11672,3554,5144,47411,13377,60789
22007,Louisiana,Assumption Parish,7238,9074,8856,11672,3554,5144,45539,12911,58450
22009,Louisiana,Avoyelles Parish,7238,9074,8580,11672,3554,5144,45263,12842,58105
22011,Louisiana,Beauregard Parish,7238,9074,8520,11672,3554,5144,45203,12827,58030
22013,Louisiana,Bienville Parish,7238,9074,8520,11672,3554,5144,45203,12827,58030
22047,Louisiana,Bienville Parish,7238,9074,8520,11672,3554,5144,45203,12827,58030
22013,Louisiana,Iberville Parish,7238,9074,8520,11672,3554,5144,45203,12827,58030
22047,Louisiana,Iberville Parish,7238,9074,8520,11672,3554,5144,45203,12827,58030
22015,Louisiana,Bossier Parish,7238,9074,10332,11672,3554,5144,47015,13279,60294
22017,Louisiana,Caddo Parish,7238,9074,10332,11672,3554,5144,47015,13279,60294
22019,Louisiana,Calcasieu Parish,7238,9074,10044,11672,3554,5144,46727,13207,59934
22021,Louisiana,Caldwell Parish,7238,9074,8520,11672,3554,5144,45203,12827,58030
22023,Louisiana,Cameron Parish,7238,9074,10044,11672,3554,5144,46727,13207,59934
22025,Louisiana,Catahoula Parish,7238,9074,8520,11672,3554,5144,45203,12827,58030
22027,Louisiana,Claiborne Parish,7238,9074,8988,11672,3554,5144,45671,12944,58615
22029,Louisiana,Concordia Parish,7238,9074,8520,11672,3554,5144,45203,12827,58030
22031,Louisiana,De Soto Parish,7238,9074,10332,11672,3554,5144,47015,13279,60294
22033,Louisiana,East Baton Rouge Parish,7238,9074,10728,11672,3554,5144,47411,13377,60789
22035,Louisiana,East Carroll Parish,7238,9074,8520,11672,3554,5144,45203,12827,58030
22037,Louisiana,East Feliciana Parish,7238,9074,10728,11672,3554,5144,47411,13377,60789
22039,Louisiana,Evangeline Parish,7238,9074,8520,11672,3554,5144,45203,12827,58030
22041,Louisiana,Franklin Parish,7238,9074,8520,11672,3554,5144,45203,12827,58030
22043,Louisiana,Grant Parish,7238,9074,9528,11672,3554,5144,46211,13078,59290
22045,Louisiana,Iberia Parish,7238,9074,9636,11672,3554,5144,46319,13105,59425
22049,Louisiana,Jackson Parish,7238,9074,8520,11672,3554,5144,45203,12827,58030
22051,Louisiana,Jefferson Parish,7238,9074,12936,11672,3554,5144,49619,13928,63547
22053,Louisiana,Jefferson Davis Parish,7238,9074,8520,11672,3554,5144,45203,12827,58030
22055,Louisiana,Lafayette Parish,7238,9074,10944,11672,3554,5144,47627,13431,61059
22055,Louisiana,"Lafayette, LA",7238,9074,10147,11672,3554,5144,46830,11671,58501
22057,Louisiana,Lafourche Parish,7238,9074,10476,11672,3554,5144,47159,13315,60474
22059,Louisiana,La Salle Parish,7238,9074,8520,11672,3554,5144,45203,12827,58030
22061,Louisiana,Lincoln Parish,7238,9074,9168,11672,3554,5144,45851,12989,58840
22063,Louisiana,Livingston Parish,7238,9074,10728,11672,3554,5144,47411,13377,60789
22065,Louisiana,Madison Parish,7238,9074,8520,11672,3554,5144,45203,12827,58030
22067,Louisiana,Morehouse Parish,7238,9074,8520,11672,3554,5144,45203,12827,58030
22069,Louisiana,Natchitoches Parish,7238,9074,10080,11672,3554,5144,46763,13216,59979
22071,Louisiana,Orleans Parish,7238,9074,12936,11672,3554,5144,49619,13928,63547
22073,Louisiana,Ouachita Parish,7238,9074,9288,11672,3554,5144,45971,13018,58990
22075,Louisiana,Plaquemines Parish,7238,9074,12936,11672,3554,5144,49619,13928,63547
22077,Louisiana,Pointe Coupee Parish,7238,9074,10728,11672,3554,5144,47411,13377,60789
22079,Louisiana,Rapides Parish,7238,9074,9528,11672,3554,5144,46211,13078,59290
22081,Louisiana,Red River Parish,7238,9074,9156,11672,3554,5144,45839,12986,58825
22083,Louisiana,Richland Parish,7238,9074,8520,11672,3554,5144,45203,12827,58030
22085,Louisiana,Sabine Parish,7238,9074,8520,11672,3554,5144,45203,12827,58030
22087,Louisiana,St. Bernard Parish,7238,9074,12936,11672,3554,5144,49619,13928,63547
22089,Louisiana,St. Charles Parish,7238,9074,12936,11672,3554,5144,49619,13928,63547
22091,Louisiana,St. Helena Parish,7238,9074,10728,11672,3554,5144,47411,13377,60789
22093,Louisiana,St. James Parish,7238,9074,9708,11672,3554,5144,46391,13123,59514
22095,Louisiana,St. John the Baptist Parish,7238,9074,12936,11672,3554,5144,49619,13928,63547
22097,Louisiana,St. Landry Parish,7238,9074,8832,11672,3554,5144,45515,12905,58420
22099,Louisiana,St. Martin Parish,7238,9074,10944,11672,3554,5144,47627,13431,61059
22101,Louisiana,St. Mary Parish,7238,9074,10596,11672,3554,5144,47279,13344,60624
22103,Louisiana,St. Tammany Parish,7238,9074,12936,11672,3554,5144,49619,13928,63547
22105,Louisiana,Tangipahoa Parish,7238,9074,10452,11672,3554,5144,47135,13309,60444
22107,Louisiana,Tensas Parish,7238,9074,8520,11672,3554,5144,45203,12827,58030
22109,Louisiana,Terrebonne Parish,7238,9074,10476,11672,3554,5144,47159,13315,60474
